Start time:2024-01-06 07:38:37.510762
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
action_before_training:[ 2 20 48  1 49 36  1  2  6 58  1  0 16 72  1], Observation:[ 800.        269.10562   388.23218    20.1994     37.696304 2048.
 1273.7114     41.91983     7.67044     4.      ]
----------------------------------
| rollout/           |           |
|    clip_range           | 0.2         |
|    entropy_loss         | -43.5       |
|    explained_variance   | 0.0114      |
|    learning_rate        | 0.0003      |
|    loss                 | 4.27e+03    |
|    n_updates            | 450         |
|    policy_gradient_loss | -0.0584     |
|    value_loss           | 1.77e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 215         |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 47          |
|    time_elapsed         | 472         |
|    total_timesteps      | 96162       |
| train/                  |             |
|    approx_kl            | 0.016353954 |
|    clip_fraction        | 0.176       |
|    clip_range           | 0.2         |
|    entropy_loss         | -43.4       |
|    explained_variance   | 0.0184      |
|    learning_rate        | 0.0003      |
|    loss                 | 2.2e+04     |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0513     |
|    value_loss           | 2.7e+04     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 215         |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 48          |
|    time_elapsed         | 483         |
|    total_timesteps      | 98208       |
| train/                  |             |
|    approx_kl            | 0.018879335 |
|    clip_fraction        | 0.22        |
|    clip_range           | 0.2         |
|    entropy_loss         | -43.4       |
|    explained_variance   | 0.0249      |
|    learning_rate        | 0.0003      |
|    loss                 | 3.32e+04    |
|    n_updates            | 470         |
|    policy_gradient_loss | -0.0555     |
|    value_loss           | 2.12e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 240         |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 49          |
|    time_elapsed         | 493         |
|    total_timesteps      | 100254      |
| train/                  |             |
|    approx_kl            | 0.021381237 |
|    clip_fraction        | 0.263       |
|    clip_range           | 0.2         |
|    entropy_loss         | -43.3       |
|    explained_variance   | 0.0268      |
|    learning_rate        | 0.0003      |
|    loss                 | 4.16e+03    |
|    n_updates            | 480         |
|    policy_gradient_loss | -0.0601     |
|    value_loss           | 2.24e+04    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 240        |
| time/                   |            |
|    fps                  | 203        |
|    iterations           | 50         |
|    time_elapsed         | 503        |
|    total_timesteps      | 102300     |
| train/                  |            |
|    approx_kl            | 0.02450516 |
|    clip_fraction        | 0.338      |
|    clip_range           | 0.2        |
|    entropy_loss         | -43.2      |
|    explained_variance   | 0.0658     |
|    learning_rate        | 0.0003     |
|    loss                 | 5.68e+03   |
|    n_updates            | 490        |
|    policy_gradient_loss | -0.0622    |
|    value_loss           | 1.18e+04   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 238         |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 51          |
|    time_elapsed         | 513         |
|    total_timesteps      | 104346      |
| train/                  |             |
|    approx_kl            | 0.023469087 |
|    clip_fraction        | 0.285       |
|    clip_range           | 0.2         |
|    entropy_loss         | -43.1       |
|    explained_variance   | 0.0498      |
|    learning_rate        | 0.0003      |
|    loss                 | 5.16e+03    |
|    n_updates            | 500         |
|    policy_gradient_loss | -0.0602     |
|    value_loss           | 1.85e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 267         |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 52          |
|    time_elapsed         | 523         |
|    total_timesteps      | 106392      |
| train/                  |             |
|    approx_kl            | 0.028012987 |
|    clip_fraction        | 0.325       |
|    clip_range           | 0.2         |
|    entropy_loss         | -43.1       |
|    explained_variance   | 0.0653      |
|    learning_rate        | 0.0003      |
|    loss                 | 2.06e+03    |
|    n_updates            | 510         |
|    policy_gradient_loss | -0.0626     |
|    value_loss           | 1.51e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 265         |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 53          |
|    time_elapsed         | 533         |
|    total_timesteps      | 108438      |
| train/                  |             |
|    approx_kl            | 0.026203513 |
|    clip_fraction        | 0.365       |
|    clip_range           | 0.2         |
|    entropy_loss         | -43         |
|    explained_variance   | 0.044       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.1e+05     |
|    n_updates            | 520         |
|    policy_gradient_loss | -0.0573     |
|    value_loss           | 2.72e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 270         |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 54          |
|    time_elapsed         | 543         |
|    total_timesteps      | 110484      |
| train/                  |             |
|    approx_kl            | 0.028048163 |
|    clip_fraction        | 0.357       |
|    clip_range           | 0.2         |
|    entropy_loss         | -42.9       |
|    explained_variance   | 0.108       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.94e+03    |
|    n_updates            | 530         |
|    policy_gradient_loss | -0.0684     |
|    value_loss           | 1.2e+04     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 283         |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 55          |
|    time_elapsed         | 554         |
|    total_timesteps      | 112530      |
| train/                  |             |
|    approx_kl            | 0.030463293 |
|    clip_fraction        | 0.361       |
|    clip_range           | 0.2         |
|    entropy_loss         | -42.8       |
|    explained_variance   | 0.136       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.18e+03    |
|    n_updates            | 540         |
|    policy_gradient_loss | -0.0708     |
|    value_loss           | 1.12e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 280         |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 56          |
|    time_elapsed         | 564         |
|    total_timesteps      | 114576      |
| train/                  |             |
|    approx_kl            | 0.035427622 |
|    clip_fraction        | 0.381       |
|    clip_range           | 0.2         |
|    entropy_loss         | -42.8       |
|    explained_variance   | 0.0453      |
|    learning_rate        | 0.0003      |
|    loss                 | 4.66e+03    |
|    n_updates            | 550         |
|    policy_gradient_loss | -0.0569     |
|    value_loss           | 3.26e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 271         |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 57          |
|    time_elapsed         | 574         |
|    total_timesteps      | 116622      |
| train/                  |             |
|    approx_kl            | 0.030305594 |
|    clip_fraction        | 0.373       |
|    clip_range           | 0.2         |
|    entropy_loss         | -42.7       |
|    explained_variance   | 0.145       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.72e+03    |
|    n_updates            | 560         |
|    policy_gradient_loss | -0.065      |
|    value_loss           | 1.24e+04    |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 2         |
|    ep_rew_mean          | 273       |
| time/                   |           |
|    fps                  | 203       |
|    iterations           | 58        |
|    time_elapsed         | 584       |
|    total_timesteps      | 118668    |
| train/                  |           |
|    approx_kl            | 0.0417082 |
|    clip_fraction        | 0.399     |
|    clip_range           | 0.2       |
|    entropy_loss         | -42.6     |
|    explained_variance   | 0.0192    |
|    learning_rate        | 0.0003    |
|    loss                 | 3.15e+03  |
|    n_updates            | 570       |
|    policy_gradient_loss | -0.0605   |
|    value_loss           | 1.12e+05  |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 298         |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 59          |
|    time_elapsed         | 594         |
|    total_timesteps      | 120714      |
| train/                  |             |
|    approx_kl            | 0.032837503 |
|    clip_fraction        | 0.406       |
|    clip_range           | 0.2         |
|    entropy_loss         | -42.5       |
|    explained_variance   | 0.0351      |
|    learning_rate        | 0.0003      |
|    loss                 | 3.65e+03    |
|    n_updates            | 580         |
|    policy_gradient_loss | -0.0658     |
|    value_loss           | 5.59e+04    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 284        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 60         |
|    time_elapsed         | 604        |
|    total_timesteps      | 122760     |
| train/                  |            |
|    approx_kl            | 0.03028788 |
|    clip_fraction        | 0.401      |
|    clip_range           | 0.2        |
|    entropy_loss         | -42.4      |
|    explained_variance   | 0.0101     |
|    learning_rate        | 0.0003     |
|    loss                 | 2.18e+06   |
|    n_updates            | 590        |
|    policy_gradient_loss | -0.0605    |
|    value_loss           | 2.64e+05   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 286         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 61          |
|    time_elapsed         | 614         |
|    total_timesteps      | 124806      |
| train/                  |             |
|    approx_kl            | 0.040720753 |
|    clip_fraction        | 0.432       |
|    clip_range           | 0.2         |
|    entropy_loss         | -42.4       |
|    explained_variance   | 0.0545      |
|    learning_rate        | 0.0003      |
|    loss                 | 2.66e+03    |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.0526     |
|    value_loss           | 4.6e+04     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 292         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 62          |
|    time_elapsed         | 625         |
|    total_timesteps      | 126852      |
| train/                  |             |
|    approx_kl            | 0.035825677 |
|    clip_fraction        | 0.425       |
|    clip_range           | 0.2         |
|    entropy_loss         | -42.3       |
|    explained_variance   | 0.148       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.23e+03    |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.0625     |
|    value_loss           | 1.7e+04     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 306        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 63         |
|    time_elapsed         | 635        |
|    total_timesteps      | 128898     |
| train/                  |            |
|    approx_kl            | 0.03810318 |
|    clip_fraction        | 0.453      |
|    clip_range           | 0.2        |
|    entropy_loss         | -42.2      |
|    explained_variance   | 0.211      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.25e+04   |
|    n_updates            | 620        |
|    policy_gradient_loss | -0.0644    |
|    value_loss           | 1.24e+04   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 316         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 64          |
|    time_elapsed         | 645         |
|    total_timesteps      | 130944      |
| train/                  |             |
|    approx_kl            | 0.040153325 |
|    clip_fraction        | 0.417       |
|    clip_range           | 0.2         |
|    entropy_loss         | -42.2       |
|    explained_variance   | 0.241       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.41e+03    |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.0623     |
|    value_loss           | 1.22e+04    |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 2         |
|    ep_rew_mean          | 326       |
| time/                   |           |
|    fps                  | 202       |
|    iterations           | 65        |
|    time_elapsed         | 655       |
|    total_timesteps      | 132990    |
| train/                  |           |
|    approx_kl            | 0.0348899 |
|    clip_fraction        | 0.418     |
|    clip_range           | 0.2       |
|    entropy_loss         | -42.1     |
|    explained_variance   | 0.157     |
|    learning_rate        | 0.0003    |
|    loss                 | 2.93e+03  |
|    n_updates            | 640       |
|    policy_gradient_loss | -0.0685   |
|    value_loss           | 1.95e+04  |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 304         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 66          |
|    time_elapsed         | 665         |
|    total_timesteps      | 135036      |
| train/                  |             |
|    approx_kl            | 0.051944703 |
|    clip_fraction        | 0.436       |
|    clip_range           | 0.2         |
|    entropy_loss         | -42         |
|    explained_variance   | 0.297       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.62e+03    |
|    n_updates            | 650         |
|    policy_gradient_loss | -0.0587     |
|    value_loss           | 1.01e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 303         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 67          |
|    time_elapsed         | 675         |
|    total_timesteps      | 137082      |
| train/                  |             |
|    approx_kl            | 0.037738487 |
|    clip_fraction        | 0.438       |
|    clip_range           | 0.2         |
|    entropy_loss         | -41.9       |
|    explained_variance   | 0.304       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.4e+03     |
|    n_updates            | 660         |
|    policy_gradient_loss | -0.0582     |
|    value_loss           | 1.06e+04    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 320        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 68         |
|    time_elapsed         | 685        |
|    total_timesteps      | 139128     |
| train/                  |            |
|    approx_kl            | 0.04338734 |
|    clip_fraction        | 0.476      |
|    clip_range           | 0.2        |
|    entropy_loss         | -41.8      |
|    explained_variance   | 0.199      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.97e+03   |
|    n_updates            | 670        |
|    policy_gradient_loss | -0.0599    |
|    value_loss           | 1.87e+04   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 329         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 69          |
|    time_elapsed         | 696         |
|    total_timesteps      | 141174      |
| train/                  |             |
|    approx_kl            | 0.043235265 |
|    clip_fraction        | 0.45        |
|    clip_range           | 0.2         |
|    entropy_loss         | -41.7       |
|    explained_variance   | 0.0694      |
|    learning_rate        | 0.0003      |
|    loss                 | 2.04e+03    |
|    n_updates            | 680         |
|    policy_gradient_loss | -0.058      |
|    value_loss           | 6.45e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 320         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 70          |
|    time_elapsed         | 706         |
|    total_timesteps      | 143220      |
| train/                  |             |
|    approx_kl            | 0.042573467 |
|    clip_fraction        | 0.474       |
|    clip_range           | 0.2         |
|    entropy_loss         | -41.6       |
|    explained_variance   | 0.479       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.97e+03    |
|    n_updates            | 690         |
|    policy_gradient_loss | -0.0635     |
|    value_loss           | 6.01e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 327         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 71          |
|    time_elapsed         | 716         |
|    total_timesteps      | 145266      |
| train/                  |             |
|    approx_kl            | 0.040498737 |
|    clip_fraction        | 0.459       |
|    clip_range           | 0.2         |
|    entropy_loss         | -41.5       |
|    explained_variance   | 0.484       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.57e+03    |
|    n_updates            | 700         |
|    policy_gradient_loss | -0.0619     |
|    value_loss           | 6.17e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 326         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 72          |
|    time_elapsed         | 726         |
|    total_timesteps      | 147312      |
| train/                  |             |
|    approx_kl            | 0.044545867 |
|    clip_fraction        | 0.453       |
|    clip_range           | 0.2         |
|    entropy_loss         | -41.4       |
|    explained_variance   | 0.344       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.37e+03    |
|    n_updates            | 710         |
|    policy_gradient_loss | -0.0568     |
|    value_loss           | 1.11e+04    |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 2         |
|    ep_rew_mean          | 353       |
| time/                   |           |
|    fps                  | 202       |
|    iterations           | 73        |
|    time_elapsed         | 736       |
|    total_timesteps      | 149358    |
| train/                  |           |
|    approx_kl            | 0.0393778 |
|    clip_fraction        | 0.462     |
|    clip_range           | 0.2       |
|    entropy_loss         | -41.3     |
|    explained_variance   | 0.361     |
|    learning_rate        | 0.0003    |
|    loss                 | 2.11e+03  |
|    n_updates            | 720       |
|    policy_gradient_loss | -0.0614   |
|    value_loss           | 1.08e+04  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 341        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 74         |
|    time_elapsed         | 747        |
|    total_timesteps      | 151404     |
| train/                  |            |
|    approx_kl            | 0.04622745 |
|    clip_fraction        | 0.475      |
|    clip_range           | 0.2        |
|    entropy_loss         | -41.3      |
|    explained_variance   | 0.493      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.85e+03   |
|    n_updates            | 730        |
|    policy_gradient_loss | -0.0669    |
|    value_loss           | 6.53e+03   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 356        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 75         |
|    time_elapsed         | 757        |
|    total_timesteps      | 153450     |
| train/                  |            |
|    approx_kl            | 0.04877274 |
|    clip_fraction        | 0.491      |
|    clip_range           | 0.2        |
|    entropy_loss         | -41.2      |
|    explained_variance   | 0.583      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.36e+03   |
|    n_updates            | 740        |
|    policy_gradient_loss | -0.0628    |
|    value_loss           | 4.68e+03   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 358         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 76          |
|    time_elapsed         | 767         |
|    total_timesteps      | 155496      |
| train/                  |             |
|    approx_kl            | 0.057549845 |
|    clip_fraction        | 0.511       |
|    clip_range           | 0.2         |
|    entropy_loss         | -41.1       |
|    explained_variance   | 0.494       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.91e+03    |
|    n_updates            | 750         |
|    policy_gradient_loss | -0.0544     |
|    value_loss           | 6.57e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 350         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 77          |
|    time_elapsed         | 777         |
|    total_timesteps      | 157542      |
| train/                  |             |
|    approx_kl            | 0.048029453 |
|    clip_fraction        | 0.483       |
|    clip_range           | 0.2         |
|    entropy_loss         | -41.1       |
|    explained_variance   | 0.166       |
|    learning_rate        | 0.0003      |
|    loss                 | 768         |
|    n_updates            | 760         |
|    policy_gradient_loss | -0.0576     |
|    value_loss           | 3.36e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 350         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 78          |
|    time_elapsed         | 787         |
|    total_timesteps      | 159588      |
| train/                  |             |
|    approx_kl            | 0.061911203 |
|    clip_fraction        | 0.533       |
|    clip_range           | 0.2         |
|    entropy_loss         | -40.9       |
|    explained_variance   | 0.127       |
|    learning_rate        | 0.0003      |
|    loss                 | 938         |
|    n_updates            | 770         |
|    policy_gradient_loss | -0.0615     |
|    value_loss           | 4.63e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 357         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 79          |
|    time_elapsed         | 797         |
|    total_timesteps      | 161634      |
| train/                  |             |
|    approx_kl            | 0.046237193 |
|    clip_fraction        | 0.504       |
|    clip_range           | 0.2         |
|    entropy_loss         | -40.9       |
|    explained_variance   | 0.694       |
|    learning_rate        | 0.0003      |
|    loss                 | 785         |
|    n_updates            | 780         |
|    policy_gradient_loss | -0.0551     |
|    value_loss           | 3.21e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 343         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 80          |
|    time_elapsed         | 807         |
|    total_timesteps      | 163680      |
| train/                  |             |
|    approx_kl            | 0.043339178 |
|    clip_fraction        | 0.5         |
|    clip_range           | 0.2         |
|    entropy_loss         | -40.9       |
|    explained_variance   | 0.493       |
|    learning_rate        | 0.0003      |
|    loss                 | 875         |
|    n_updates            | 790         |
|    policy_gradient_loss | -0.0497     |
|    value_loss           | 7.28e+03    |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 2         |
|    ep_rew_mean          | 357       |
| time/                   |           |
|    fps                  | 202       |
|    iterations           | 81        |
|    time_elapsed         | 818       |
|    total_timesteps      | 165726    |
| train/                  |           |
|    approx_kl            | 0.0372144 |
|    clip_fraction        | 0.466     |
|    clip_range           | 0.2       |
|    entropy_loss         | -40.9     |
|    explained_variance   | 0.165     |
|    learning_rate        | 0.0003    |
|    loss                 | 600       |
|    n_updates            | 800       |
|    policy_gradient_loss | -0.0622   |
|    value_loss           | 3.42e+04  |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 366         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 82          |
|    time_elapsed         | 828         |
|    total_timesteps      | 167772      |
| train/                  |             |
|    approx_kl            | 0.051136285 |
|    clip_fraction        | 0.464       |
|    clip_range           | 0.2         |
|    entropy_loss         | -40.8       |
|    explained_variance   | 0.172       |
|    learning_rate        | 0.0003      |
|    loss                 | 883         |
|    n_updates            | 810         |
|    policy_gradient_loss | -0.0547     |
|    value_loss           | 3.41e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 352         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 83          |
|    time_elapsed         | 838         |
|    total_timesteps      | 169818      |
| train/                  |             |
|    approx_kl            | 0.046264194 |
|    clip_fraction        | 0.498       |
|    clip_range           | 0.2         |
|    entropy_loss         | -40.7       |
|    explained_variance   | 0.21        |
|    learning_rate        | 0.0003      |
|    loss                 | 3.09e+03    |
|    n_updates            | 820         |
|    policy_gradient_loss | -0.0594     |
|    value_loss           | 2.86e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 362         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 84          |
|    time_elapsed         | 848         |
|    total_timesteps      | 171864      |
| train/                  |             |
|    approx_kl            | 0.049262628 |
|    clip_fraction        | 0.48        |
|    clip_range           | 0.2         |
|    entropy_loss         | -40.6       |
|    explained_variance   | 0.591       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.06e+03    |
|    n_updates            | 830         |
|    policy_gradient_loss | -0.0529     |
|    value_loss           | 5.32e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 372         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 85          |
|    time_elapsed         | 858         |
|    total_timesteps      | 173910      |
| train/                  |             |
|    approx_kl            | 0.055664778 |
|    clip_fraction        | 0.557       |
|    clip_range           | 0.2         |
|    entropy_loss         | -40.5       |
|    explained_variance   | 0.619       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.39e+03    |
|    n_updates            | 840         |
|    policy_gradient_loss | -0.0505     |
|    value_loss           | 4.93e+03    |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 2         |
|    ep_rew_mean          | 366       |
| time/                   |           |
|    fps                  | 202       |
|    iterations           | 86        |
|    time_elapsed         | 868       |
|    total_timesteps      | 175956    |
| train/                  |           |
|    approx_kl            | 0.0655628 |
|    clip_fraction        | 0.565     |
|    clip_range           | 0.2       |
|    entropy_loss         | -40.5     |
|    explained_variance   | 0.598     |
|    learning_rate        | 0.0003    |
|    loss                 | 1.47e+03  |
|    n_updates            | 850       |
|    policy_gradient_loss | -0.0421   |
|    value_loss           | 5.24e+03  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 341        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 87         |
|    time_elapsed         | 878        |
|    total_timesteps      | 178002     |
| train/                  |            |
|    approx_kl            | 0.06438896 |
|    clip_fraction        | 0.553      |
|    clip_range           | 0.2        |
|    entropy_loss         | -40.5      |
|    explained_variance   | 0.104      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.17e+03   |
|    n_updates            | 860        |
|    policy_gradient_loss | -0.0432    |
|    value_loss           | 5.85e+04   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 346        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 88         |
|    time_elapsed         | 889        |
|    total_timesteps      | 180048     |
| train/                  |            |
|    approx_kl            | 0.09717986 |
|    clip_fraction        | 0.566      |
|    clip_range           | 0.2        |
|    entropy_loss         | -40.5      |
|    explained_variance   | 0.117      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.05e+03   |
|    n_updates            | 870        |
|    policy_gradient_loss | -0.0349    |
|    value_loss           | 5.3e+04    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 276        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 89         |
|    time_elapsed         | 899        |
|    total_timesteps      | 182094     |
| train/                  |            |
|    approx_kl            | 0.06613383 |
|    clip_fraction        | 0.569      |
|    clip_range           | 0.2        |
|    entropy_loss         | -40.4      |
|    explained_variance   | 0.0808     |
|    learning_rate        | 0.0003     |
|    loss                 | 555        |
|    n_updates            | 880        |
|    policy_gradient_loss | -0.0351    |
|    value_loss           | 9.03e+04   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 354        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 90         |
|    time_elapsed         | 909        |
|    total_timesteps      | 184140     |
| train/                  |            |
|    approx_kl            | 0.07278839 |
|    clip_fraction        | 0.527      |
|    clip_range           | 0.2        |
|    entropy_loss         | -40.4      |
|    explained_variance   | 0.007      |
|    learning_rate        | 0.0003     |
|    loss                 | 6.67e+03   |
|    n_updates            | 890        |
|    policy_gradient_loss | -0.0375    |
|    value_loss           | 1.06e+06   |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 2           |
|    ep_rew_mean          | 375         |
| time/                   |             |
|    fps                  | 202         |
|    iterations           | 91          |
|    time_elapsed         | 919         |
|    total_timesteps      | 186186      |
| train/                  |             |
|    approx_kl            | 0.038709726 |
|    clip_fraction        | 0.498       |
|    clip_range           | 0.2         |
|    entropy_loss         | -40.4       |
|    explained_variance   | 0.0782      |
|    learning_rate        | 0.0003      |
|    loss                 | 8.85e+03    |
|    n_updates            | 900         |
|    policy_gradient_loss | -0.04       |
|    value_loss           | 9.56e+04    |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 2          |
|    ep_rew_mean          | 358        |
| time/                   |            |
|    fps                  | 202        |
|    iterations           | 92         |
|    time_elapsed         | 929        |
|    total_timesteps      | 188232     |
| train/                  |            |
|    approx_kl            | 0.04810575 |
